"ID","Input","Output","se_variance","se_lengthscale","noise"
"1",28.5,26.6846183087087,1.96,0.17,0
"1",29,25.2648397838458,1.96,0.17,0
"1",29.5,21.9972669185045,1.96,0.17,0
"1",30,19.5477321459123,1.96,0.17,0
"1",31,20.1424678987245,1.96,0.17,0
"1",33.5,20.8861789280628,1.96,0.17,0
"1",35,11.871525646555,1.96,0.17,0
"1",36,9.36508624776758,1.96,0.17,0
"1",37.5,26.5279073752013,1.96,0.17,0
"1",38,34.6713907077772,1.96,0.17,0
"1",40.5,34.952484316764,1.96,0.17,0
"1",41.5,24.9047917830896,1.96,0.17,0
"1",42.5,18.9866899213301,1.96,0.17,0
"1",44,37.2217505152357,1.96,0.17,0
"1",44.5,44.716682802885,1.96,0.17,0
"1",46,53.7383490052306,1.96,0.17,0
"1",47,49.7029390656164,1.96,0.17,0
"1",48.5,48.0637464488402,1.96,0.17,0
"1",49.5,46.6490562116,1.96,0.17,0
"1",52,47.4803122400366,1.96,0.17,0
"1",52.5,50.6281539844626,1.96,0.17,0
"1",54,59.225478161657,1.96,0.17,0
"1",54.5,62.5087607332814,1.96,0.17,0
"1",55.5,63.432362063597,1.96,0.17,0
"1",56.5,55.7933953118797,1.96,0.17,0
"1",57,56.2491134216722,1.96,0.17,0
"1",58.5,63.7317699057473,1.96,0.17,0
"1",60.5,59.32069310198,1.96,0.17,0
"1",61,67.7938779172872,1.96,0.17,0
"1",61.5,73.8786023676222,1.96,0.17,0
"1",62,73.7342903923338,1.96,0.17,0
"1",62.5,67.7891371041216,1.96,0.17,0
"1",63,60.113209402511,1.96,0.17,0
"1",63.5,54.1410212284896,1.96,0.17,0
"1",64,50.8501980139735,1.96,0.17,0
"1",64.5,51.2752866502097,1.96,0.17,0
"1",67.5,73.6823858625057,1.96,0.17,0
"1",69.5,60.8313812210912,1.96,0.17,0
"1",70,53.9771052563179,1.96,0.17,0
"1",71,39.5671046406963,1.96,0.17,0
"1",71.5,37.1597686180624,1.96,0.17,0
"1",72,39.6682184284451,1.96,0.17,0
"1",72.5,46.1421956539222,1.96,0.17,0
"1",75.5,92.2756476452149,1.96,0.17,0
"1",77,94.6500651503374,1.96,0.17,0
"1",79,77.78764300053,1.96,0.17,0
"1",80,83.7088675830898,1.96,0.17,0
"1",80.5,85.9484608335453,1.96,0.17,0
"1",81.5,90.7817324748041,1.96,0.17,0
"1",82,97.4603500841216,1.96,0.17,0
"1",83.5,121.429983315927,1.96,0.17,0
"1",86,128.410878899779,1.96,0.17,0
"1",88,109.103423638543,1.96,0.17,0
"1",89,99.1034176062343,1.96,0.17,0
"1",91.5,126.804859223023,1.96,0.17,0
"1",92,128.986503334027,1.96,0.17,0
"1",92.5,129.138201759662,1.96,0.17,0
"1",93.5,128.056903621821,1.96,0.17,0
"1",94.5,122.078287152814,1.96,0.17,0
"1",95.5,122.156160159935,1.96,0.17,0
"1",96,123.782755124471,1.96,0.17,0
"1",96.5,125.251224330236,1.96,0.17,0
"1",97,126.171707042473,1.96,0.17,0
"1",97.5,126.687893654181,1.96,0.17,0
"1",98,127.279544792056,1.96,0.17,0
"1",98.5,128.116213607904,1.96,0.17,0
"1",99.5,130.418014291575,1.96,0.17,0
"1",100,131.313396138197,1.96,0.17,0
"2",-100,-149.810992295552,1.96,0.17,0
"2",-99,-141.251996394741,1.96,0.17,0
"2",-98.5,-142.250320524812,1.96,0.17,0
"2",-97.5,-151.210997610313,1.96,0.17,0
"2",-95.5,-168.594985876624,1.96,0.17,0
"2",-94.5,-161.632635151378,1.96,0.17,0
"2",-94,-154.17586651238,1.96,0.17,0
"2",-92.5,-150.48930964239,1.96,0.17,0
"2",-89.5,-155.606158396001,1.96,0.17,0
"2",-89,-151.216477231598,1.96,0.17,0
"2",-88.5,-146.913321968851,1.96,0.17,0
"2",-87.5,-141.256994240395,1.96,0.17,0
"2",-87,-141.278226166502,1.96,0.17,0
"2",-86.5,-142.094851503747,1.96,0.17,0
"2",-86,-141.589229396167,1.96,0.17,0
"2",-85.5,-139.642581459391,1.96,0.17,0
"2",-84.5,-138.809813137398,1.96,0.17,0
"2",-84,-139.69324867861,1.96,0.17,0
"2",-83,-137.064589933357,1.96,0.17,0
"2",-82.5,-134.388926287437,1.96,0.17,0
"2",-82,-132.557925808943,1.96,0.17,0
"2",-80.5,-128.717852134144,1.96,0.17,0
"2",-79.5,-119.095122245595,1.96,0.17,0
"2",-79,-118.97273336612,1.96,0.17,0
"2",-78,-135.165463552645,1.96,0.17,0
"2",-77.5,-144.775438910519,1.96,0.17,0
"2",-77,-148.426791997396,1.96,0.17,0
"2",-76.5,-145.183648754664,1.96,0.17,0
"2",-76,-138.694039911165,1.96,0.17,0
"2",-75.5,-133.459411750106,1.96,0.17,0
"2",-75,-132.053243362288,1.96,0.17,0
"2",-74,-134.916592910595,1.96,0.17,0
"2",-72,-111.915163594077,1.96,0.17,0
"2",-71.5,-109.594505556567,1.96,0.17,0
"2",-71,-108.863116974966,1.96,0.17,0
"2",-70,-111.997893125214,1.96,0.17,0
"2",-68.5,-122.112084226966,1.96,0.17,0
"2",-67.5,-120.578079423726,1.96,0.17,0
"2",-66.5,-109.18617915386,1.96,0.17,0
"2",-65,-98.6007856813124,1.96,0.17,0
"2",-64.5,-93.1574528045405,1.96,0.17,0
"2",-64,-90.3329333136328,1.96,0.17,0
"2",-62.5,-102.591979261491,1.96,0.17,0
"2",-61.5,-114.554395583076,1.96,0.17,0
"2",-61,-119.902633388443,1.96,0.17,0
"2",-60.5,-122.674054127868,1.96,0.17,0
"2",-59.5,-122.830719778632,1.96,0.17,0
"2",-58,-120.709355795159,1.96,0.17,0
"2",-56.5,-110.438140355501,1.96,0.17,0
"2",-56,-109.314568147608,1.96,0.17,0
"2",-55.5,-107.437376917974,1.96,0.17,0
"2",-54.5,-103.192044255987,1.96,0.17,0
"2",-54,-102.403679630367,1.96,0.17,0
"2",-52.5,-104.908825368384,1.96,0.17,0
"2",-49,-106.169876558313,1.96,0.17,0
"2",-48.5,-109.91592137771,1.96,0.17,0
"2",-47.5,-106.142289176881,1.96,0.17,0
"2",-46,-87.2604517319222,1.96,0.17,0
"2",-45.5,-77.3897095847316,1.96,0.17,0
"2",-43.5,-80.1143885559211,1.96,0.17,0
"2",-42.5,-88.83715486218,1.96,0.17,0
"2",-42,-87.1594644437033,1.96,0.17,0
"2",-41.5,-84.2197891617745,1.96,0.17,0
"2",-40.5,-87.9332888300468,1.96,0.17,0
"2",-40,-94.7687716149292,1.96,0.17,0
"2",-39.5,-99.6181265948513,1.96,0.17,0
"2",-38,-84.3112097875468,1.96,0.17,0
"2",-37.5,-75.7148053668652,1.96,0.17,0
"2",-37,-68.5314836427761,1.96,0.17,0
"2",-35.5,-59.0678484213354,1.96,0.17,0
"2",-34.5,-56.3712403236255,1.96,0.17,0
"2",-33,-45.0374389951469,1.96,0.17,0
"2",-32.5,-48.4756807637993,1.96,0.17,0
"2",-31,-57.0623284206625,1.96,0.17,0
"2",-30.5,-55.861075935307,1.96,0.17,0
"2",-30,-54.4503222936716,1.96,0.17,0
"2",-29,-53.0367699451833,1.96,0.17,0
"2",-28.5,-56.1386986932066,1.96,0.17,0
"2",-26,-70.6985341303815,1.96,0.17,0
"2",-25.5,-69.4847672223094,1.96,0.17,0
"2",-21.5,-59.3589531596315,1.96,0.17,0
"2",-19,-30.1341923864995,1.96,0.17,0
"2",-18.5,-22.340127834359,1.96,0.17,0
"2",-17.5,-23.3258314840086,1.96,0.17,0
"2",-16,-44.5942517455744,1.96,0.17,0
"2",-12.5,-45.6004753018672,1.96,0.17,0
"2",-11,-23.2474697625424,1.96,0.17,0
"2",-10.5,-19.3360832844594,1.96,0.17,0
"2",-7.5,-33.3110420447959,1.96,0.17,0
"2",-7,-29.7496612501747,1.96,0.17,0
"2",-6.5,-26.9298608107671,1.96,0.17,0
"2",-4.5,-32.7311818393747,1.96,0.17,0
"2",-4,-29.8685654853382,1.96,0.17,0
"2",-3,-25.2565879463806,1.96,0.17,0
"2",-2.5,-26.6109131528884,1.96,0.17,0
"2",-1.5,-32.0537122155553,1.96,0.17,0
"2",-0.5,-14.8490788467168,1.96,0.17,0
"2",0,-2.821800646718,1.96,0.17,0
"2",0.5,3.61501316462186,1.96,0.17,0
"2",3,-5.96330489284226,1.96,0.17,0
"2",3.5,-4.55306859783858,1.96,0.17,0
"2",4,-5.98957546813992,1.96,0.17,0
"2",5,-7.0312766371026,1.96,0.17,0
"2",5.5,-3.66418555008539,1.96,0.17,0
"2",6.5,-3.19722823664818,1.96,0.17,0
"2",7,-7.50364649309629,1.96,0.17,0
"2",9.5,-18.1970639140802,1.96,0.17,0
"2",11,-18.0933919515802,1.96,0.17,0
"2",11.5,-18.1918620835685,1.96,0.17,0
"2",12,-17.5945731186021,1.96,0.17,0
"2",12.5,-18.9868661237522,1.96,0.17,0
"2",13,-23.2733461876565,1.96,0.17,0
"2",15,-16.8184591900389,1.96,0.17,0
"2",17.5,-5.39233452552374,1.96,0.17,0
"2",18,-3.48039781265244,1.96,0.17,0
"2",18.5,1.16668822681023,1.96,0.17,0
"2",19,5.83749188549154,1.96,0.17,0
"2",20.5,5.68520901658953,1.96,0.17,0
"2",21,5.06068347892864,1.96,0.17,0
"2",22,7.03036548556576,1.96,0.17,0
"2",23.5,14.724168551638,1.96,0.17,0
"2",24.5,24.7064519374656,1.96,0.17,0
"2",25,30.0951010352508,1.96,0.17,0
"2",25.5,31.1341139612318,1.96,0.17,0
"2",26,27.3781465108833,1.96,0.17,0
"2",26.5,22.5721423247951,1.96,0.17,0
"2",27,20.8493507561151,1.96,0.17,0
"2",29,25.3247761730345,1.96,0.17,0
"2",30,18.6910130773966,1.96,0.17,0
"2",31,17.5078004196929,1.96,0.17,0
"2",31.5,19.2983864835153,1.96,0.17,0
"2",33,27.7950731903135,1.96,0.17,0
"2",33.5,27.0843662726769,1.96,0.17,0
"2",35,12.3817111085355,1.96,0.17,0
"2",36,8.05283279863521,1.96,0.17,0
"2",37,15.4636318525726,1.96,0.17,0
"2",37.5,21.5233105424831,1.96,0.17,0
"2",38.5,34.0837693759152,1.96,0.17,0
"2",39,38.1564826832892,1.96,0.17,0
"2",39.5,39.3014672718786,1.96,0.17,0
"2",40,37.5470805501185,1.96,0.17,0
"2",41.5,21.0263929116647,1.96,0.17,0
"2",43,25.4829205480039,1.96,0.17,0
"2",43.5,33.3706237017594,1.96,0.17,0
"2",44,41.3348011381876,1.96,0.17,0
"2",45,49.2380871871612,1.96,0.17,0
"2",46.5,51.0491244421811,1.96,0.17,0
"2",47,48.2018258865234,1.96,0.17,0
"2",47.5,46.0002605451959,1.96,0.17,0
"2",48.5,49.5222908804186,1.96,0.17,0
"2",51,46.5034545684916,1.96,0.17,0
"2",51.5,45.7873620321182,1.96,0.17,0
"2",52.5,49.8472032957015,1.96,0.17,0
"2",53,54.141795627256,1.96,0.17,0
"2",53.5,56.8077061985618,1.96,0.17,0
"2",54,58.3837376631293,1.96,0.17,0
"2",54.5,59.8335753548909,1.96,0.17,0
"2",55.5,58.7811920601044,1.96,0.17,0
"2",56.5,55.4221936519307,1.96,0.17,0
"2",57.5,61.6990106197835,1.96,0.17,0
"2",62,76.2689301941776,1.96,0.17,0
"2",63.5,55.6537273005748,1.96,0.17,0
"2",64,49.6317966268433,1.96,0.17,0
"2",64.5,47.1417905963309,1.96,0.17,0
"2",65.5,58.3675548969013,1.96,0.17,0
"2",67.5,68.4520665235789,1.96,0.17,0
"2",68,65.5565939756942,1.96,0.17,0
"2",68.5,64.80617493667,1.96,0.17,0
"2",69,64.7075942493963,1.96,0.17,0
"2",71,47.5447479554125,1.96,0.17,0
"2",71.5,44.1686793225966,1.96,0.17,0
"2",72,44.2806293272286,1.96,0.17,0
"2",73,55.3303028004177,1.96,0.17,0
"2",73.5,62.9038784213406,1.96,0.17,0
"2",76.5,98.8818170152406,1.96,0.17,0
"2",78.5,78.0958337113944,1.96,0.17,0
"2",79,78.0929440763762,1.96,0.17,0
"2",80,83.8850626414999,1.96,0.17,0
"2",80.5,86.3186341031334,1.96,0.17,0
"2",81,87.482335870412,1.96,0.17,0
"2",81.5,90.1605964239404,1.96,0.17,0
"2",82,95.8817104995571,1.96,0.17,0
"2",82.5,102.374723665035,1.96,0.17,0
"2",85.5,133.527935039762,1.96,0.17,0
"2",86.5,118.973639679005,1.96,0.17,0
"2",87,113.284301706061,1.96,0.17,0
"2",87.5,111.192436247361,1.96,0.17,0
"2",88,109.994504615914,1.96,0.17,0
"2",88.5,106.822758336368,1.96,0.17,0
"2",89.5,99.1609927443877,1.96,0.17,0
"2",91.5,125.955674723248,1.96,0.17,0
"2",93,123.844688602391,1.96,0.17,0
"2",93.5,123.643465705441,1.96,0.17,0
"2",94,123.45585471656,1.96,0.17,0
"2",94.5,123.544113390597,1.96,0.17,0
"2",95.5,124.13801695383,1.96,0.17,0
"2",96.5,122.623366348571,1.96,0.17,0
"2",97,123.020797376495,1.96,0.17,0
"2",100,129.798649143377,1.96,0.17,0
"3",-99.5,-142.545896582798,1.96,0.17,0
"3",-99,-138.759744990439,1.96,0.17,0
"3",-98.5,-139.374756135262,1.96,0.17,0
"3",-96.5,-162.824991250114,1.96,0.17,0
"3",-96,-169.122368929073,1.96,0.17,0
"3",-94.5,-158.807586798877,1.96,0.17,0
"3",-94,-149.320954542886,1.96,0.17,0
"3",-93.5,-143.014659500789,1.96,0.17,0
"3",-93,-142.405489930759,1.96,0.17,0
"3",-92.5,-148.103940414805,1.96,0.17,0
"3",-91.5,-164.820462217041,1.96,0.17,0
"3",-90.5,-168.091461241797,1.96,0.17,0
"3",-88.5,-145.416196191107,1.96,0.17,0
"3",-88,-142.595239672608,1.96,0.17,0
"3",-87,-140.138900308403,1.96,0.17,0
"3",-85.5,-140.2914045424,1.96,0.17,0
"3",-85,-138.737306637675,1.96,0.17,0
"3",-84,-138.335170942544,1.96,0.17,0
"3",-82.5,-134.448146561442,1.96,0.17,0
"3",-82,-132.359393303348,1.96,0.17,0
"3",-81,-127.357555610907,1.96,0.17,0
"3",-80,-119.269954570166,1.96,0.17,0
"3",-78.5,-130.061081041239,1.96,0.17,0
"3",-78,-141.85545660996,1.96,0.17,0
"3",-77.5,-152.032701862548,1.96,0.17,0
"3",-76.5,-151.270055482649,1.96,0.17,0
"3",-75,-133.56623443764,1.96,0.17,0
"3",-74.5,-134.078618599826,1.96,0.17,0
"3",-72,-110.515817527827,1.96,0.17,0
"3",-71.5,-108.450157480287,1.96,0.17,0
"3",-71,-109.115486176659,1.96,0.17,0
"3",-70,-113.645204648815,1.96,0.17,0
"3",-67.5,-121.788286105463,1.96,0.17,0
"3",-64.5,-90.181583538174,1.96,0.17,0
"3",-64,-88.9897929266394,1.96,0.17,0
"3",-63.5,-92.7940150576406,1.96,0.17,0
"3",-63,-100.436953165906,1.96,0.17,0
"3",-62,-114.982159899809,1.96,0.17,0
"3",-61.5,-119.525532456283,1.96,0.17,0
"3",-60.5,-124.527917239895,1.96,0.17,0
"3",-60,-124.689594932421,1.96,0.17,0
"3",-59,-126.978925844112,1.96,0.17,0
"3",-57.5,-122.406075746639,1.96,0.17,0
"3",-57,-115.647258199989,1.96,0.17,0
"3",-55,-102.29597288091,1.96,0.17,0
"3",-54.5,-102.824291064291,1.96,0.17,0
"3",-54,-103.595919721718,1.96,0.17,0
"3",-52,-108.474980178671,1.96,0.17,0
"3",-49,-107.923016567126,1.96,0.17,0
"3",-48.5,-112.000698810408,1.96,0.17,0
"3",-48,-111.594116890849,1.96,0.17,0
"3",-47.5,-107.373083795055,1.96,0.17,0
"3",-45,-70.629128048507,1.96,0.17,0
"3",-44,-70.3671723781624,1.96,0.17,0
"3",-43.5,-74.2369103596337,1.96,0.17,0
"3",-42.5,-76.9247436898033,1.96,0.17,0
"3",-42,-74.5951369450278,1.96,0.17,0
"3",-40.5,-84.5306565558116,1.96,0.17,0
"3",-39,-96.9528806417797,1.96,0.17,0
"3",-37.5,-74.9581562396215,1.96,0.17,0
"3",-36,-64.1657063395056,1.96,0.17,0
"3",-35.5,-63.5048070622243,1.96,0.17,0
"3",-35,-60.7517630073541,1.96,0.17,0
"3",-34.5,-55.6900933748693,1.96,0.17,0
"3",-34,-50.4160629806741,1.96,0.17,0
"3",-32.5,-53.2240711862043,1.96,0.17,0
"3",-32,-56.8577249490963,1.96,0.17,0
"3",-30.5,-56.3932130173929,1.96,0.17,0
"3",-29.5,-52.4022983334796,1.96,0.17,0
"3",-29,-52.3957019957288,1.96,0.17,0
"3",-28.5,-55.6273913090015,1.96,0.17,0
"3",-24.5,-62.3107693549646,1.96,0.17,0
"3",-23.5,-58.795306606748,1.96,0.17,0
"3",-23,-59.1320926957785,1.96,0.17,0
"3",-22.5,-60.2459479041993,1.96,0.17,0
"3",-22,-61.633314958417,1.96,0.17,0
"3",-21.5,-62.1150118181637,1.96,0.17,0
"3",-20.5,-56.3284239996871,1.96,0.17,0
"3",-19.5,-37.3105413641943,1.96,0.17,0
"3",-19,-27.0205178400968,1.96,0.17,0
"3",-17.5,-22.8420342749309,1.96,0.17,0
"3",-17,-27.0514233944204,1.96,0.17,0
"3",-16,-34.9934482023527,1.96,0.17,0
"3",-15.5,-37.026980105985,1.96,0.17,0
"3",-15,-40.2055003958745,1.96,0.17,0
"3",-14.5,-46.2636859294962,1.96,0.17,0
"3",-13,-55.4248788626838,1.96,0.17,0
"3",-12,-37.6490658222151,1.96,0.17,0
"3",-11.5,-29.1781712254014,1.96,0.17,0
"3",-10.5,-17.723336414518,1.96,0.17,0
"3",-10,-13.3341105875529,1.96,0.17,0
"3",-9.5,-11.7760869348306,1.96,0.17,0
"3",-9,-16.0540141175866,1.96,0.17,0
"3",-8.5,-24.6717203254715,1.96,0.17,0
"3",-7,-29.1842910619592,1.96,0.17,0
"3",-6,-30.5751799816963,1.96,0.17,0
"3",-5,-37.9106922856772,1.96,0.17,0
"3",-4.5,-34.9943082532461,1.96,0.17,0
"3",-3,-19.9441624365413,1.96,0.17,0
"3",-1.5,-30.7941354037263,1.96,0.17,0
"3",-0.5,-18.9740309091415,1.96,0.17,0
"3",0,-9.89361396457833,1.96,0.17,0
"3",2.5,-7.45407716348955,1.96,0.17,0
"3",3.5,-1.711523746611,1.96,0.17,0
"3",4,-5.36769280629901,1.96,0.17,0
"3",4.5,-9.49399281546255,1.96,0.17,0
"3",5,-10.2674295300355,1.96,0.17,0
"3",5.5,-8.40316339619396,1.96,0.17,0
"3",6,-7.1630766981612,1.96,0.17,0
"3",7,-10.6293037516106,1.96,0.17,0
"3",7.5,-12.7819244630634,1.96,0.17,0
"3",8,-14.7613722427628,1.96,0.17,0
"3",9,-18.0894840271327,1.96,0.17,0
"3",9.5,-17.482613551386,1.96,0.17,0
"3",10.5,-16.6112388505041,1.96,0.17,0
"3",11.5,-16.2681676291519,1.96,0.17,0
"3",12,-14.9743330916828,1.96,0.17,0
"3",12.5,-14.8622397068818,1.96,0.17,0
"3",13,-16.9870807526274,1.96,0.17,0
"3",13.5,-20.5515730693466,1.96,0.17,0
"3",14.5,-23.1533272473817,1.96,0.17,0
"3",15.5,-15.0009242663177,1.96,0.17,0
"3",16,-10.1652411056618,1.96,0.17,0
"3",16.5,-6.05042793564283,1.96,0.17,0
"3",17.5,-0.521603580503781,1.96,0.17,0
"3",18,1.33397979606232,1.96,0.17,0
"3",19,7.30703851434773,1.96,0.17,0
"3",20,11.4544289321344,1.96,0.17,0
"3",23,6.32252739755634,1.96,0.17,0
"3",25.5,38.6226994685188,1.96,0.17,0
"3",28.5,25.5853321442855,1.96,0.17,0
"3",30,18.9303833729648,1.96,0.17,0
"3",30.5,19.6470799229376,1.96,0.17,0
"3",31,21.7547319158081,1.96,0.17,0
"3",31.5,23.5544938678376,1.96,0.17,0
"3",32.5,25.6253496660212,1.96,0.17,0
"3",33,26.5866799514154,1.96,0.17,0
"3",34,24.7827357152013,1.96,0.17,0
"3",36,12.3863118760931,1.96,0.17,0
"3",36.5,14.7446413564966,1.96,0.17,0
"3",37,20.5128857088244,1.96,0.17,0
"3",38,33.6567357038828,1.96,0.17,0
"3",38.5,37.0397854655343,1.96,0.17,0
"3",39.5,39.0507883157838,1.96,0.17,0
"3",41,34.238228398629,1.96,0.17,0
"3",43,25.7079299065133,1.96,0.17,0
"3",45.5,48.3191172411196,1.96,0.17,0
"3",46.5,53.3003334695329,1.96,0.17,0
"3",47,53.5536337819341,1.96,0.17,0
"3",47.5,52.7611380738321,1.96,0.17,0
"3",48,52.8768583988118,1.96,0.17,0
"3",49,52.9446755878018,1.96,0.17,0
"3",51,47.9180051428223,1.96,0.17,0
"3",51.5,45.8289765192835,1.96,0.17,0
"3",52,44.4015723054159,1.96,0.17,0
"3",54.5,58.1774234643684,1.96,0.17,0
"3",57,54.6918996177046,1.96,0.17,0
"3",57.5,57.1187388814529,1.96,0.17,0
"3",58.5,59.3289434519067,1.96,0.17,0
"3",60,48.8255755658795,1.96,0.17,0
"3",62,72.0207017291494,1.96,0.17,0
"3",62.5,67.5505738961819,1.96,0.17,0
"3",63.5,52.7183794130653,1.96,0.17,0
"3",64,47.3749935912108,1.96,0.17,0
"3",64.5,45.9500210564725,1.96,0.17,0
"3",65,50.4566338693704,1.96,0.17,0
"3",66,69.6498561009472,1.96,0.17,0
"3",66.5,74.9097176584486,1.96,0.17,0
"3",67,74.4051318753122,1.96,0.17,0
"3",67.5,70.0565200743455,1.96,0.17,0
"3",68.5,61.6713493698551,1.96,0.17,0
"3",69,59.7860404449043,1.96,0.17,0
"3",70,52.5860260489243,1.96,0.17,0
